0.0000,19.8200,4.6900
0.5000,19.7600,4.5900
1.0000,19.9900,4.2200
1.5000,19.9900,3.5600
2.0000,18.2300,1.7100
2.5000,19.7900,5.0500
3.0000,19.8900,5.3100
3.5000,20.1600,5.0500
4.0000,20.3200,4.7200
4.5000,20.1600,3.5900
5.0000,20.0200,3.1600
5.5000,20.0900,2.9600
6.0000,20.7900,3.8600
6.5000,20.7900,3.3900
7.0000,20.7600,2.7700
7.5000,17.6300,-3.0900
8.0000,21.3200,8.1900
8.5000,19.4200,-1.4000
9.0000,17.9900,0.0500
9.5000,17.6300,0.1200
10.0000,19.4200,4.1200
10.5000,19.9900,5.1800
11.0000,20.2900,4.8800
11.5000,20.6200,5.4500
12.0000,20.8200,4.9200
12.5000,20.6600,4.5200
13.0000,20.6200,4.2200
13.5000,20.5600,4.0600
14.0000,20.4200,3.8900
14.5000,20.4200,3.9900
15.0000,20.4200,3.2300
15.5000,20.6900,3.8600
16.0000,21.5500,4.5500
16.5000,20.5900,2.5700
17.0000,20.8600,1.6400
17.5000,21.0500,2.4700
18.0000,20.6200,1.6100
18.5000,20.7900,1.8100
19.0000,20.9200,1.9400
19.5000,20.8600,1.2800
20.0000,20.7200,1.6400
20.5000,20.8200,1.5400
21.0000,20.7200,1.1400
21.5000,20.8200,1.5700
22.0000,20.8600,1.2100
22.5000,20.8600,1.2400
23.0000,20.7600,1.4100
23.5000,20.7600,1.2400
24.0000,20.7600,1.1100
24.5000,20.7200,1.2400
25.0000,20.8200,1.4100
25.5000,20.7600,1.1800
26.0000,20.7200,1.1400
26.5000,20.7600,1.4400
27.0000,20.7900,1.0500
27.5000,20.6900,1.0100
28.0000,20.7200,1.1400
28.5000,20.7200,1.1800
29.0000,20.7600,1.1800
29.5000,20.7600,0.8500
30.0000,20.7200,0.9500
30.5000,20.6900,0.8100
31.0000,20.7900,0.9100
31.5000,20.7600,0.9100
32.0000,20.7200,0.9500
32.5000,20.9200,1.2800
33.0000,20.8200,1.1100
33.5000,20.8200,0.9800
34.0000,20.7200,1.0500
34.5000,20.8200,1.1400
35.0000,20.7600,0.9800
35.5000,20.7600,0.9500
36.0000,20.7200,1.0100
36.5000,20.7600,0.9100
37.0000,20.7200,0.9500
37.5000,20.8200,0.9100
38.0000,20.7900,1.0500
38.5000,20.8200,0.7500
39.0000,20.8600,0.6800
39.5000,20.7600,0.8800
40.0000,20.6600,0.9500
40.5000,20.6600,0.8500
41.0000,20.7200,0.9800
41.5000,20.7200,0.8500
42.0000,20.7200,0.7100
42.5000,20.6600,1.0100
43.0000,20.9600,0.7500
43.5000,20.8600,0.6500
44.0000,20.6900,0.7800
44.5000,20.7600,0.8500
45.0000,20.6200,0.8100
45.5000,20.5600,0.8500
46.0000,20.6200,1.0100
46.5000,20.5900,0.7800
47.0000,20.5600,0.7800
47.5000,20.5600,0.9800
48.0000,20.5900,0.8100
48.5000,20.4600,0.8100
49.0000,20.4600,0.8800
49.5000,20.5600,0.8100
50.0000,20.5200,0.7800
50.5000,20.4200,0.8500
51.0000,20.4600,0.8800
51.5000,20.4600,0.7800
52.0000,20.3600,0.7800
52.5000,20.4600,0.7500
53.0000,20.3900,0.7500
53.5000,20.4600,0.6800
54.0000,20.5600,0.4500
54.5000,20.5200,0.6500
55.0000,20.3600,0.7500
55.5000,20.2600,0.7500
56.0000,20.3200,0.5800
56.5000,20.2600,0.8500
57.0000,20.2200,0.7500
57.5000,20.2200,0.7100
58.0000,20.1600,0.8800
58.5000,20.2600,0.6800
59.0000,20.1900,0.7500
59.5000,20.0900,0.7100
60.0000,20.1200,0.7100
60.5000,20.0600,0.6200
61.0000,20.0200,0.8800
61.5000,19.9600,0.2500
62.0000,19.6900,0.1900
62.5000,19.8900,0.8800
63.0000,19.9900,1.0800
63.5000,19.8200,0.3800
64.0000,19.7600,0.6500
64.5000,19.7600,0.7500
65.0000,19.7900,0.8100
65.5000,19.8600,0.9500
66.0000,19.8600,0.8100
66.5000,19.7900,0.8100
67.0000,19.7900,0.8500
67.5000,19.7600,0.7100
68.0000,19.6200,0.6800
68.5000,19.6200,0.7500
69.0000,19.5900,0.7500
69.5000,19.5600,0.7800
70.0000,19.5200,0.7100
70.5000,19.5600,0.9100
71.0000,19.5200,0.7100
71.5000,19.3900,0.6800
72.0000,19.3900,0.7100
72.5000,19.4900,0.7800
73.0000,19.3900,0.6800
73.5000,19.3200,0.6500
74.0000,19.3200,0.8100
74.5000,19.3600,0.6500
75.0000,19.4600,0.5500
75.5000,19.2900,0.5800
76.0000,19.2600,0.5500
76.5000,19.1900,0.7100
77.0000,19.1200,0.6500
77.5000,19.1600,0.6500
78.0000,19.0900,0.6200
78.5000,19.0200,0.6200
79.0000,19.0200,0.6800
79.5000,19.3200,1.3400
80.0000,19.6200,0.6200
80.5000,19.0900,-0.1800
81.0000,18.7600,0.0900
81.5000,21.0500,6.5700
82.0000,22.8200,7.3300
82.5000,21.5900,0.1500
83.0000,21.5200,4.5500
83.5000,19.6600,-2.5900
84.0000,19.2200,-0.0100
84.5000,19.2200,-0.7100
85.0000,18.4200,-0.7700
85.5000,18.7600,-0.0100
86.0000,18.5200,-0.4100
86.5000,18.6200,0.7100
87.0000,18.8900,1.2800
87.5000,18.7900,2.3000
88.0000,18.7600,3.6600
88.5000,18.5900,1.9400
89.0000,18.5900,4.3900
89.5000,18.5900,5.2500
90.0000,18.7200,25.3000
90.5000,20.1600,60.8400
91.0000,19.2900,64.5200
91.5000,19.2600,70.6400
92.0000,19.0200,74.6400
92.5000,18.7600,74.5400
93.0000,18.6900,74.3800
93.5000,18.3900,76.0000
94.0000,17.6600,75.7000
94.5000,17.6900,73.8100
95.0000,17.4600,53.6600
95.5000,17.4300,50.9800
96.0000,18.0600,70.3700
96.5000,17.4900,75.6300
97.0000,16.5300,75.5300
97.5000,17.7300,73.6800
98.0000,17.2300,69.1800
98.5000,17.2900,75.2000
99.0000,17.0900,65.6700
99.5000,16.9900,52.1400
100.0000,16.6600,48.9300
100.5000,16.5900,53.0000
101.0000,16.5600,52.3700
101.5000,16.3300,59.2900
102.0000,16.5300,76.0000
102.5000,17.2900,77.9800
103.0000,17.7300,78.6800
103.5000,17.0600,79.3100
104.0000,16.8300,79.1400
104.5000,16.8300,78.5100
105.0000,16.7900,78.1500
105.5000,16.9600,79.0100
106.0000,16.6900,79.0100
106.5000,15.9900,78.2500
107.0000,15.9600,78.5800
107.5000,16.2900,78.9800
108.0000,16.1600,78.8400
108.5000,16.3300,79.1400
109.0000,16.1900,79.0800
109.5000,16.1900,79.6000
110.0000,16.1600,79.8400
110.5000,16.0600,79.8400
111.0000,16.0900,79.8700
111.5000,15.9600,79.7000
112.0000,16.0300,80.2700
112.5000,16.3300,80.6600
113.0000,16.0300,79.8700
113.5000,15.8600,79.5700
114.0000,15.7600,79.7000
114.5000,15.7300,79.1700
115.0000,15.6600,79.5400
115.5000,16.1600,81.1600
116.0000,15.6600,80.1000
116.5000,15.7900,80.5000
117.0000,16.1300,81.1600
117.5000,15.8300,80.4700
118.0000,15.5600,79.9400
118.5000,15.3300,79.4700
119.0000,15.2600,79.2700
119.5000,15.1000,78.7800
120.0000,15.2600,79.9000
120.5000,15.2300,80.0700
121.0000,15.3300,80.2300
121.5000,15.3600,80.3300
122.0000,15.1600,80.1300
122.5000,15.2300,80.0400
123.0000,15.2300,80.1000
123.5000,15.2000,79.9700
124.0000,15.2300,79.7700
124.5000,15.1300,80.0400
125.0000,15.0000,79.9400
125.5000,15.1600,79.9700
126.0000,15.0300,80.0000
126.5000,14.7300,79.3100
127.0000,14.7000,79.0100
127.5000,14.7000,79.8000
128.0000,15.0300,80.4000
128.5000,15.0000,80.0400
129.0000,14.9000,79.8400
129.5000,14.7000,79.6000
130.0000,14.9000,80.4000
130.5000,14.9600,80.4300
131.0000,15.0300,80.3000
131.5000,15.0000,80.3300
132.0000,15.1000,80.4000
132.5000,14.8600,80.1000
133.0000,15.0000,80.0400
133.5000,14.7300,79.9000
134.0000,14.9600,80.2300
134.5000,15.0000,80.3300
135.0000,15.1300,80.6300
135.5000,15.1600,80.3700
136.0000,15.1300,80.2300
136.5000,15.3000,80.5000
137.0000,15.3000,80.3000
137.5000,15.2300,80.3000
138.0000,15.2300,80.3300
138.5000,15.3000,80.0700
139.0000,15.3000,80.3700
139.5000,15.4000,80.4700
140.0000,15.3000,80.2700
140.5000,15.2600,79.9700
141.0000,15.5300,80.4700
141.5000,15.6300,80.5000
142.0000,15.3600,80.2300
142.5000,15.4300,80.2700
143.0000,15.5300,79.9700
143.5000,15.5600,80.1000
144.0000,15.5600,80.2000
144.5000,15.6900,80.7600
145.0000,16.0600,81.0900
145.5000,15.7300,79.8000
146.0000,15.8300,80.0700
146.5000,15.8900,80.1300
147.0000,15.8900,79.6700
147.5000,16.0900,80.4700
148.0000,15.9300,80.4700
148.5000,16.0900,80.6000
149.0000,16.2600,80.8600
149.5000,16.8300,81.6200
150.0000,16.7600,80.8000
150.5000,16.6300,80.3300
151.0000,16.5900,80.2700
151.5000,16.7600,80.1000
152.0000,16.8600,80.1700
152.5000,16.7600,79.8000
153.0000,16.4900,79.5400
153.5000,16.2600,79.0800
154.0000,16.2300,79.0800
154.5000,16.6900,79.7400
155.0000,17.0900,79.9400
155.5000,17.3300,79.9700
156.0000,17.3600,80.1700
156.5000,17.8600,81.8200
157.0000,17.9300,81.5600
157.5000,17.7900,80.7300
158.0000,17.8300,80.2700
158.5000,17.5900,79.9700
159.0000,17.1600,79.3700
159.5000,17.6900,80.3300
160.0000,18.2600,80.9300
160.5000,16.3600,76.3000
161.0000,14.6300,75.8700
161.5000,18.1900,82.8100
162.0000,19.4900,82.6500
162.5000,18.3300,80.2000
163.0000,17.8900,79.3100
163.5000,18.0900,79.8400
164.0000,18.5200,80.0700
164.5000,18.3900,79.7400
165.0000,18.7200,80.6000
165.5000,18.7900,80.3700
166.0000,18.8600,80.3700
166.5000,19.0200,80.7600
167.0000,19.2200,80.7600
167.5000,19.2200,80.6000
168.0000,19.2600,80.5600
168.5000,19.2200,80.6000
169.0000,19.4200,80.8000
169.5000,19.5600,80.8000
170.0000,19.7200,80.7000
170.5000,19.7900,80.7000
171.0000,19.4600,79.7400
171.5000,19.0600,79.3100
172.0000,19.5900,80.6600
172.5000,20.0200,81.3300
173.0000,20.2600,81.3900
173.5000,20.1200,80.8300
174.0000,20.1600,81.1300
174.5000,20.2600,81.3600
175.0000,20.4200,80.9300
175.5000,19.8600,80.2700
176.0000,20.7900,82.0900
176.5000,20.4600,80.7600
177.0000,18.9900,78.7400
177.5000,19.4600,79.8000
178.0000,20.3900,81.3900
178.5000,20.7600,81.6600
179.0000,21.0500,81.6200
179.5000,20.4900,79.9400
180.0000,23.6200,79.2100
180.5000,21.3200,74.7400
181.0000,19.9600,41.8100
